"","ID","Loss","NB","EXPOSURE","POWER","AGECAR","AGEDRIVER","BRAND","GAZ","REGION","DENSITY"
"8696",183189,609,1,0.24,"e","[0,1]","(42,74]","Japanese (except Nissan) or Korean","Diesel","R24","(500,4.5e+03]"
"8697",183192,1099,1,0.25,"g","[0,1]","(17,22]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"8698",183295,1178,1,0.14,"f","(1,4]","(26,42]","Renault, Nissan or Citroen","Regular","R72","(500,4.5e+03]"
"8699",183301,117,1,0.01,"f","(4,15]","(22,26]","Opel, General Motors or Ford","Regular","R72","(500,4.5e+03]"
"8700",183306,2844,1,0.29,"g","(1,4]","(42,74]","Fiat","Regular","R72","(40,200]"
"8701",183330,326,1,0.32,"d","(4,15]","(42,74]","Opel, General Motors or Ford","Diesel","R72","(500,4.5e+03]"
"8702",183332,438,1,0.34,"o","(1,4]","(42,74]","Volkswagen, Audi, Skoda or Seat","Regular","R72","(500,4.5e+03]"
"8703",183441,1138,1,0.06,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R25","(200,500]"
"8704",183473,31,1,0.05,"d","(4,15]","(42,74]","Fiat","Regular","R24","[0,40]"
"8705",183526,1162,1,0.61,"e","(15,Inf]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"8706",183543,1151,1,1,"f","(4,15]","(74,Inf]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"8707",183596,1170,1,1,"g","(4,15]","(74,Inf]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"8708",183661,1243,1,1,"e","(1,4]","(42,74]","Renault, Nissan or Citroen","Regular","R24","[0,40]"
"8709",183668,1193,1,1,"f","(1,4]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(200,500]"
"8710",183679,2938,1,1,"d","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R24","[0,40]"
"8711",183691,1159,1,0.32,"f","(4,15]","(42,74]","other","Regular","R24","(500,4.5e+03]"
"8712",183702,385,1,1,"g","(1,4]","(26,42]","Renault, Nissan or Citroen","Regular","R24","[0,40]"
"8713",183705,1227,1,1,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"8714",183724,1437,1,0.27,"f","[0,1]","(42,74]","Opel, General Motors or Ford","Regular","R24","(500,4.5e+03]"
"8715",183740,1182,1,0.74,"g","(1,4]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(500,4.5e+03]"
"8716",183750,1146,1,1,"e","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R52","(40,200]"
"8717",183765,1142,1,1,"d","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(200,500]"
"8718",183785,10822,1,0.8,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"8719",183805,1474,1,1,"f","(4,15]","(22,26]","Renault, Nissan or Citroen","Diesel","R24","(200,500]"
"8720",183858,1439,1,0.96,"d","(1,4]","(42,74]","Fiat","Regular","R52","(40,200]"
"8721",183902,1176,1,1,"e","(4,15]","(42,74]","Opel, General Motors or Ford","Diesel","R52","(40,200]"
"8722",183977,1207,1,0.83,"e","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R54","(500,4.5e+03]"
"8723",183991,1026,1,1,"e","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R11","(4.5e+03,Inf]"
"8724",184053,1229,1,1,"f","(4,15]","(74,Inf]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"8725",184057,1176,1,1,"e","(4,15]","(42,74]","Volkswagen, Audi, Skoda or Seat","Diesel","R24","(40,200]"
"8726",184066,1155,1,0.83,"n","[0,1]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"8727",184068,1165,1,1,"d","(4,15]","(42,74]","Opel, General Motors or Ford","Regular","R24","(40,200]"
"8728",184082,829,1,0.84,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"8729",184088,626,1,1,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"8730",184089,608,1,0.49,"f","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"8731",184121,351,1,1,"f","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R24","(200,500]"
"8732",184149,1169,1,1,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"8733",184198,709,1,0.94,"d","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"8734",184211,1232,1,0.8,"g","(15,Inf]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"8735",184213,1179,1,1,"d","(15,Inf]","(42,74]","Opel, General Motors or Ford","Regular","R24","(40,200]"
"8736",184275,1219,1,1,"f","(1,4]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"8737",184328,910,1,1,"h","(1,4]","(42,74]","Renault, Nissan or Citroen","Diesel","R11","(4.5e+03,Inf]"
"8738",184341,1701,1,0.91,"f","[0,1]","(42,74]","Renault, Nissan or Citroen","Diesel","R53","(40,200]"
"8739",184346,1039,1,0.78,"g","(1,4]","(42,74]","Renault, Nissan or Citroen","Regular","R52","(500,4.5e+03]"
"8740",184403,1186,1,0.61,"d","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R52","(500,4.5e+03]"
"8741",184404,321,1,1,"k","(15,Inf]","(42,74]","Renault, Nissan or Citroen","Diesel","R25","(200,500]"
"8742",184420,1160,1,1,"g","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R54","(40,200]"
"8743",184427,1179,1,1,"f","(4,15]","(42,74]","Fiat","Regular","R53","(200,500]"
"8744",184428,1192,1,1,"g","(1,4]","(42,74]","other","Regular","R54","(500,4.5e+03]"
"8745",184435,1164,1,1,"f","(1,4]","(74,Inf]","Renault, Nissan or Citroen","Regular","R53","(200,500]"
"8746",184444,1250,1,0.95,"f","[0,1]","(42,74]","Opel, General Motors or Ford","Diesel","R11","(500,4.5e+03]"
"8747",184455,1159,1,1,"e","(4,15]","(42,74]","Opel, General Motors or Ford","Diesel","R53","(200,500]"
"8748",184489,110,1,1,"d","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R53","(500,4.5e+03]"
"8749",184508,1117,1,0.95,"i","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R53","(200,500]"
"8750",184529,3920,1,0.5,"g","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R54","(200,500]"
"8751",184542,146,2,0.97,"k","(4,15]","(74,Inf]","Opel, General Motors or Ford","Regular","R24","(500,4.5e+03]"
"8752",184542,1183,2,0.97,"k","(4,15]","(74,Inf]","Opel, General Motors or Ford","Regular","R24","(500,4.5e+03]"
"8753",184590,631,1,1,"h","(4,15]","(42,74]","Fiat","Diesel","R52","(40,200]"
"8754",184597,1155,1,0.79,"g","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R72","(200,500]"
"8755",184614,1880,1,0.39,"e","(4,15]","(42,74]","Opel, General Motors or Ford","Regular","R53","(200,500]"
"8756",184675,305,1,1,"g","(4,15]","(42,74]","Opel, General Motors or Ford","Regular","R24","[0,40]"
"8757",184685,587,1,0.89,"f","(1,4]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"8758",184688,1121,1,1,"f","[0,1]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"8759",184693,1778,1,0.91,"f","(4,15]","(26,42]","Japanese (except Nissan) or Korean","Regular","R24","[0,40]"
"8760",184808,1215,1,1,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R25","(500,4.5e+03]"
"8761",184816,1157,1,1,"g","(15,Inf]","(42,74]","Volkswagen, Audi, Skoda or Seat","Regular","R52","(500,4.5e+03]"
"8762",184845,1217,1,0.81,"g","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R53","(200,500]"
"8763",184847,601,1,0.44,"h","[0,1]","(42,74]","Renault, Nissan or Citroen","Diesel","R54","(40,200]"
"8764",184872,1171,1,1,"e","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R53","(40,200]"
"8765",184886,126,1,0.73,"g","(1,4]","(26,42]","Renault, Nissan or Citroen","Regular","R53","(200,500]"
"8766",184897,1984,1,1,"e","(1,4]","(42,74]","Opel, General Motors or Ford","Regular","R53","(200,500]"
"8767",184909,1139,1,0.91,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"8768",184953,1168,1,1,"g","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(500,4.5e+03]"
"8769",185008,1117,1,1,"e","(1,4]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(500,4.5e+03]"
"8770",185024,822,1,1,"h","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(500,4.5e+03]"
"8771",185043,1164,1,1,"f","(4,15]","(74,Inf]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"8772",185046,531,1,1,"e","(4,15]","(74,Inf]","Renault, Nissan or Citroen","Regular","R11","(4.5e+03,Inf]"
"8773",185098,824,1,0.27,"h","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"8774",185099,1128,1,1,"e","(15,Inf]","(74,Inf]","Renault, Nissan or Citroen","Regular","R24","(200,500]"
"8775",185100,1152,1,0.91,"f","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"8776",185129,1176,1,1,"g","(4,15]","(74,Inf]","Renault, Nissan or Citroen","Regular","R24","[0,40]"
"8777",185162,1112,1,1,"e","(4,15]","(42,74]","Fiat","Regular","R52","(40,200]"
"8778",185349,357,1,1,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"8779",185414,788,1,1,"g","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"8780",185541,486,1,0.23,"g","(4,15]","(42,74]","Opel, General Motors or Ford","Diesel","R24","(200,500]"
"8781",185640,1157,1,1,"d","(15,Inf]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"8782",185678,1564,1,1,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"8783",185683,1152,1,0.44,"f","(1,4]","(26,42]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"8784",185686,450,1,0.82,"f","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"8785",185696,1117,1,1,"e","(4,15]","(74,Inf]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"8786",185698,1989,1,0.04,"g","(4,15]","(26,42]","Volkswagen, Audi, Skoda or Seat","Regular","R24","(40,200]"
"8787",185713,985,1,1,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"8788",185751,2198,1,1,"i","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(500,4.5e+03]"
"8789",185759,1240,1,0.75,"i","(4,15]","(74,Inf]","Renault, Nissan or Citroen","Regular","R24","(500,4.5e+03]"
"8790",185791,963,1,0.92,"d","(4,15]","(26,42]","Volkswagen, Audi, Skoda or Seat","Diesel","R24","[0,40]"
"8791",185824,1142,1,1,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"8792",185850,1184,1,1,"i","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R52","(40,200]"
"8793",185860,5393,1,0.56,"e","(4,15]","(42,74]","Opel, General Motors or Ford","Regular","R53","(500,4.5e+03]"
"8794",185901,1237,1,1,"d","(4,15]","(42,74]","Fiat","Regular","R25","(200,500]"
"8795",185945,1168,1,1,"e","(1,4]","(42,74]","Opel, General Motors or Ford","Regular","R52","[0,40]"
"8796",185958,1180,1,1,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R53","(500,4.5e+03]"
"8797",185975,1183,1,1,"g","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R52","(40,200]"
"8798",186008,1177,1,0.94,"f","(15,Inf]","(42,74]","Renault, Nissan or Citroen","Regular","R53","(200,500]"
"8799",186010,2825,1,1,"g","(1,4]","(42,74]","Renault, Nissan or Citroen","Regular","R52","(40,200]"
"8800",186014,128,1,0.75,"e","(1,4]","(42,74]","Mercedes, Chrysler or BMW","Diesel","R24","(500,4.5e+03]"
"8801",186044,71,1,1,"e","(4,15]","(42,74]","Opel, General Motors or Ford","Diesel","R53","(200,500]"
"8802",186061,1233,1,1,"d","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R52","(500,4.5e+03]"
"8803",186064,1898,1,1,"f","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R25","[0,40]"
"8804",186075,1148,1,0.92,"f","(1,4]","(42,74]","Renault, Nissan or Citroen","Regular","R54","(40,200]"
"8805",186092,100,1,1,"e","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"8806",186132,83,1,1,"g","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"8807",186164,209,1,1,"d","(15,Inf]","(42,74]","Renault, Nissan or Citroen","Regular","R54","(500,4.5e+03]"
"8808",186180,1216,1,1,"f","(1,4]","(74,Inf]","Renault, Nissan or Citroen","Regular","R11","(500,4.5e+03]"
"8809",186214,1162,1,1,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"8810",186245,1207,1,0.41,"n","(4,15]","(42,74]","Mercedes, Chrysler or BMW","Regular","R24","(40,200]"
"8811",186322,1178,1,0.58,"f","(4,15]","(42,74]","Fiat","Diesel","R24","(200,500]"
"8812",186391,3719,1,0.81,"e","(4,15]","(74,Inf]","Renault, Nissan or Citroen","Regular","R24","(500,4.5e+03]"
"8813",186448,610,1,1,"d","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R11","(4.5e+03,Inf]"
"8814",186449,1212,1,1,"f","(4,15]","(74,Inf]","Opel, General Motors or Ford","Regular","R54","(500,4.5e+03]"
"8815",186475,1215,1,1,"g","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R52","(500,4.5e+03]"
"8816",186480,1214,1,1,"d","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R54","(500,4.5e+03]"
"8817",186491,4832,1,1,"e","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R53","(200,500]"
"8818",186498,1129,1,1,"g","(4,15]","(74,Inf]","Renault, Nissan or Citroen","Regular","R25","(40,200]"
"8819",186517,1194,1,1,"g","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R53","(40,200]"
"8820",186530,113,1,1,"g","(1,4]","(42,74]","Renault, Nissan or Citroen","Diesel","R53","(40,200]"
"8821",186536,716,1,1,"f","(1,4]","(42,74]","Renault, Nissan or Citroen","Regular","R25","(40,200]"
"8822",186603,2194,1,1,"h","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R11","(500,4.5e+03]"
"8823",186628,2183,1,1,"f","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R54","[0,40]"
"8824",186641,1238,1,1,"d","[0,1]","(26,42]","Renault, Nissan or Citroen","Diesel","R52","(40,200]"
"8825",186657,261,1,1,"d","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(200,500]"
"8826",186664,1258,1,0.96,"e","(4,15]","(42,74]","Fiat","Regular","R52","(200,500]"
"8827",186665,1168,1,0.03,"e","(4,15]","(42,74]","Fiat","Regular","R52","(200,500]"
"8828",186721,922,1,0.95,"g","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R52","(500,4.5e+03]"
"8829",186780,899,1,1,"g","(15,Inf]","(26,42]","Renault, Nissan or Citroen","Diesel","R53","(500,4.5e+03]"
"8830",186792,1187,1,1,"f","(1,4]","(26,42]","Renault, Nissan or Citroen","Diesel","R53","(40,200]"
"8831",186794,1165,2,1,"d","(1,4]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"8832",186794,1155,2,1,"d","(1,4]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"8833",186895,319,1,0.91,"m","[0,1]","(42,74]","Mercedes, Chrysler or BMW","Regular","R24","(200,500]"
"8834",187004,8274,1,0.16,"g","(4,15]","(42,74]","Opel, General Motors or Ford","Regular","R24","(500,4.5e+03]"
"8835",187019,573,1,1,"i","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R53","(500,4.5e+03]"
"8836",187021,1212,1,0.4,"d","(1,4]","(42,74]","Renault, Nissan or Citroen","Regular","R25","(500,4.5e+03]"
"8837",187049,1169,1,1,"h","[0,1]","(42,74]","Renault, Nissan or Citroen","Diesel","R53","(500,4.5e+03]"
"8838",187105,1133,1,1,"d","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R52","(200,500]"
"8839",187179,1152,1,1,"e","(1,4]","(42,74]","Renault, Nissan or Citroen","Regular","R53","(40,200]"
"8840",187187,2022,1,0.83,"e","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(500,4.5e+03]"
"8841",187237,4130,1,0.42,"e","(4,15]","(42,74]","Volkswagen, Audi, Skoda or Seat","Diesel","R24","[0,40]"
"8842",187265,1113,1,1,"g","(4,15]","(26,42]","Opel, General Motors or Ford","Diesel","R54","[0,40]"
"8843",187300,65,1,1,"g","(4,15]","(42,74]","Fiat","Diesel","R24","(40,200]"
"8844",187309,1228,1,1,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"8845",187388,82,1,0.74,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"8846",187410,1523,1,0.82,"f","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"8847",187418,1515,1,1,"g","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"8848",187456,1153,1,0.07,"e","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(200,500]"
"8849",187495,94,1,1,"e","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"8850",187551,1217,1,0.55,"d","(15,Inf]","(42,74]","Renault, Nissan or Citroen","Regular","R24","[0,40]"
"8851",187623,1926,1,0.84,"h","(1,4]","(26,42]","Japanese (except Nissan) or Korean","Diesel","R25","(200,500]"
"8852",187627,329,1,1,"f","(1,4]","(42,74]","Renault, Nissan or Citroen","Diesel","R52","(500,4.5e+03]"
"8853",187651,5651,1,1,"f","[0,1]","(74,Inf]","Renault, Nissan or Citroen","Regular","R52","(500,4.5e+03]"
"8854",187672,1623,1,1,"f","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"8855",187685,4786,1,1,"e","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(500,4.5e+03]"
"8856",187712,310,1,1,"g","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"8857",187767,162,1,1,"h","(4,15]","(42,74]","Volkswagen, Audi, Skoda or Seat","Regular","R11","(4.5e+03,Inf]"
"8858",187810,1139,1,1,"e","(4,15]","(74,Inf]","Renault, Nissan or Citroen","Regular","R24","[0,40]"
"8859",187886,1154,1,0.87,"e","(1,4]","(42,74]","Renault, Nissan or Citroen","Diesel","R54","(200,500]"
"8860",187898,1213,1,0.63,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"8861",187942,2881,1,0.31,"g","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"8862",188002,839,1,1,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R11","(4.5e+03,Inf]"
"8863",188008,1107,1,1,"e","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R11","(500,4.5e+03]"
"8864",188076,1179,1,1,"g","(1,4]","(42,74]","Renault, Nissan or Citroen","Regular","R11","(4.5e+03,Inf]"
"8865",188092,244,1,0.55,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"8866",188103,1152,1,0.83,"g","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(500,4.5e+03]"
"8867",188108,76,1,1,"k","(1,4]","(42,74]","Renault, Nissan or Citroen","Regular","R25","(500,4.5e+03]"
"8868",188116,1126,1,1,"g","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R53","(40,200]"
"8869",188119,181,1,1,"f","(1,4]","(26,42]","Opel, General Motors or Ford","Diesel","R52","(200,500]"
"8870",188130,31,1,1,"d","(4,15]","(26,42]","other","Regular","R53","(200,500]"
"8871",188149,1289,1,1,"i","(1,4]","(26,42]","Japanese (except Nissan) or Korean","Regular","R52","(500,4.5e+03]"
"8872",188165,2018,1,1,"g","(4,15]","(42,74]","Opel, General Motors or Ford","Regular","R53","(200,500]"
"8873",188172,161,1,1,"e","[0,1]","(42,74]","Renault, Nissan or Citroen","Regular","R54","(500,4.5e+03]"
"8874",188174,252,1,1,"e","(4,15]","(42,74]","Volkswagen, Audi, Skoda or Seat","Regular","R25","(40,200]"
"8875",188194,1139,1,1,"j","(4,15]","(26,42]","Japanese (except Nissan) or Korean","Regular","R53","(200,500]"
"8876",188198,1203,1,1,"f","(1,4]","(26,42]","Japanese (except Nissan) or Korean","Regular","R52","(500,4.5e+03]"
"8877",188224,1154,1,1,"i","(1,4]","(42,74]","Renault, Nissan or Citroen","Regular","R52","(500,4.5e+03]"
"8878",188239,603,1,1,"f","(4,15]","(42,74]","Fiat","Diesel","R52","(200,500]"
"8879",188264,1193,1,1,"g","(1,4]","(42,74]","Renault, Nissan or Citroen","Regular","R52","(500,4.5e+03]"
"8880",188265,1152,1,1,"f","(1,4]","(26,42]","Opel, General Motors or Ford","Diesel","R53","(200,500]"
"8881",188294,1157,1,1,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R54","(40,200]"
"8882",188339,1147,1,1,"d","(1,4]","(26,42]","Opel, General Motors or Ford","Diesel","R24","(40,200]"
"8883",188345,1111,1,1,"f","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"8884",188359,1135,1,0.002739726,"d","[0,1]","(42,74]","Volkswagen, Audi, Skoda or Seat","Regular","R24","(40,200]"
"8885",188387,5116,1,0.28,"f","(4,15]","(26,42]","Volkswagen, Audi, Skoda or Seat","Regular","R24","(40,200]"
"8886",188395,1153,1,0.16,"f","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R24","(500,4.5e+03]"
"8887",188425,1170,1,1,"j","(4,15]","(42,74]","other","Diesel","R24","(200,500]"
"8888",188426,72,1,1,"j","(4,15]","(42,74]","Opel, General Motors or Ford","Diesel","R24","(40,200]"
"8889",188466,1149,1,0.85,"e","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(500,4.5e+03]"
"8890",188521,237,1,1,"g","(1,4]","(42,74]","other","Diesel","R24","(200,500]"
"8891",188541,60,1,1,"f","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"8892",188547,1203,1,1,"h","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R53","(200,500]"
"8893",188571,113,1,1,"e","(4,15]","(26,42]","Opel, General Motors or Ford","Diesel","R52","(40,200]"
"8894",188607,1103,1,0.42,"e","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R54","(500,4.5e+03]"
"8895",188617,1090,1,1,"g","(4,15]","(42,74]","Opel, General Motors or Ford","Regular","R53","(40,200]"
"8896",188637,1199,1,0.9,"e","[0,1]","(26,42]","Renault, Nissan or Citroen","Diesel","R53","(200,500]"
"8897",188642,1197,1,1,"f","(1,4]","(26,42]","Renault, Nissan or Citroen","Diesel","R54","(40,200]"
"8898",188650,1237,1,0.88,"f","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R53","(40,200]"
"8899",188728,1142,1,1,"g","(1,4]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(500,4.5e+03]"
"8900",188740,1203,1,1,"f","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"8901",188748,1131,1,1,"i","(4,15]","(42,74]","other","Regular","R24","[0,40]"
"8902",188785,1059,1,1,"f","(15,Inf]","(74,Inf]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"8903",188800,1216,1,0.48,"g","(4,15]","(74,Inf]","Renault, Nissan or Citroen","Regular","R24","[0,40]"
"8904",188866,594,1,0.48,"f","(1,4]","(42,74]","Opel, General Motors or Ford","Diesel","R54","(500,4.5e+03]"
"8905",188923,1179,1,0.65,"e","(4,15]","(42,74]","Volkswagen, Audi, Skoda or Seat","Regular","R52","(500,4.5e+03]"
"8906",188924,1200,1,0.34,"e","(4,15]","(42,74]","Volkswagen, Audi, Skoda or Seat","Regular","R52","(500,4.5e+03]"
"8907",188928,1195,1,1,"g","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R25","(40,200]"
"8908",188935,4524,1,0.24,"e","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R53","(40,200]"
"8909",188968,4825,1,1,"f","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R25","(200,500]"
"8910",189028,1101,1,1,"f","(4,15]","(74,Inf]","other","Regular","R11","(4.5e+03,Inf]"
"8911",189053,1165,1,0.91,"i","(4,15]","(42,74]","Mercedes, Chrysler or BMW","Regular","R54","(500,4.5e+03]"
"8912",189081,1186,1,0.93,"g","[0,1]","(42,74]","Renault, Nissan or Citroen","Regular","R53","(200,500]"
"8913",189121,1142,1,0.38,"f","(1,4]","(42,74]","Renault, Nissan or Citroen","Diesel","R52","(500,4.5e+03]"
"8914",189174,4261,1,0.83,"d","(15,Inf]","(26,42]","Renault, Nissan or Citroen","Regular","R25","(500,4.5e+03]"
"8915",189221,495,1,1,"d","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R24","(500,4.5e+03]"
"8916",189240,1164,1,1,"e","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"8917",189271,1154,2,1,"e","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"8918",189271,1183,2,1,"e","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"8919",189303,1151,1,1,"e","(1,4]","(26,42]","Renault, Nissan or Citroen","Diesel","R11","(200,500]"
"8920",189329,2363,1,0.25,"g","(1,4]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"8921",189375,680,1,0.73,"e","(1,4]","(26,42]","Renault, Nissan or Citroen","Diesel","R11","(500,4.5e+03]"
"8922",189376,1187,1,1,"d","(15,Inf]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(500,4.5e+03]"
"8923",189387,2,1,1,"j","(1,4]","(42,74]","Japanese (except Nissan) or Korean","Diesel","R24","[0,40]"
"8924",189441,5908,1,0.78,"g","(4,15]","(26,42]","Volkswagen, Audi, Skoda or Seat","Regular","R24","[0,40]"
"8925",189466,725,1,1,"j","[0,1]","(42,74]","other","Regular","R24","(500,4.5e+03]"
"8926",189504,1185,1,1,"f","(4,15]","(74,Inf]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"8927",189509,1514,1,0.8,"f","(4,15]","(26,42]","Volkswagen, Audi, Skoda or Seat","Regular","R24","[0,40]"
"8928",189515,90,1,1,"e","(4,15]","(74,Inf]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"8929",189521,1148,1,1,"g","(1,4]","(42,74]","Renault, Nissan or Citroen","Regular","R24","[0,40]"
